rank,finalWorth,category,personName,age,country,source,industries,organization,selfMade,gender,firstName,gdp_country,wealth_per_capita,age_at_2024,cpi_change_percentage,education_enrollment_ratio,tax_revenue_percentage_gdp,total_tax_rate_percentage
1905,1500.0,Finance & Investments,Ana Lucia de Mattos Barretto Villela,49.0,Brazil,Banking,Finance & Investments,,0,F,Ana Lucia,"$1,839,758,040,766 ",7.05685036763156e-06,51.0,2.2102747909199523,44.454072790294624,0.9466666666666667,4.34
1905,1500.0,Manufacturing,Federico De Nora,55.0,Italy,Electrodes,Manufacturing,,0,M,Federico,"$2,001,244,392,042 ",2.487669616777481e-05,56.0,0.5423973964924967,60.74582924435721,1.6199999999999999,3.94
1905,1500.0,Technology,Bharat Desai,70.0,United States,IT consulting,Technology,Syntel,1,M,Bharat,"$21,427,700,000,000 ",4.569833596790841e-06,72.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Diversified,Mohammed Dewji,47.0,Tanzania,Diversified,Diversified,,0,M,Mohammed,"$63,177,068,175 ",2.5859633255578015e-05,49.0,1.8673638158245747,4.246284501061571,0.7666666666666666,2.9199999999999995
1905,1500.0,Finance & Investments,Egon Durban,49.0,United States,Private equity,Finance & Investments,,1,M,Egon,"$21,427,700,000,000 ",4.569833596790841e-06,51.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Manufacturing,Fu Mingkang & family,60.0,China,Manufacturing,Manufacturing,,1,M,Mingkang,"$19,910,000,000,000 ",1.0731801547525784e-06,61.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Media & Entertainment,Alan Gerry,94.0,United States,Cable television,Media & Entertainment,,1,M,Alan,"$21,427,700,000,000 ",4.569833596790841e-06,96.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Fashion & Retail,Philippe Ginestet & family,69.0,France,Retail stores,Fashion & Retail,,1,M,Philippe,"$2,715,518,274,227 ",2.236806632256926e-05,70.0,0.9995456610631533,63.99999999999999,1.6133333333333333,4.046666666666667
1905,1500.0,Logistics,G. Gnanalingam,78.0,Malaysia,Ports,Logistics,,1,M,G.,"$364,701,517,788 ",4.622868684179018e-05,80.0,0.5763214226905977,42.83000949667616,0.8,2.5800000000000005
1905,1500.0,Fashion & Retail,Esther Grether,87.0,Switzerland,Art collection,Fashion & Retail,,0,F,Esther,"$703,082,435,360 ",0.0001749305409132214,88.0,0.4018081366147665,56.65399239543726,0.6733333333333333,1.9200000000000002
1905,1500.0,Manufacturing,Wei Gu,58.0,China,Consumer electronics,Manufacturing,,1,M,Wei,"$19,910,000,000,000 ",1.0731801547525784e-06,59.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Technology,Patrick Hanrahan,67.0,United States,Software,Technology,,1,M,Patrick,"$21,427,700,000,000 ",4.569833596790841e-06,69.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Finance & Investments,Kenneth Hao,54.0,United States,Private equity,Finance & Investments,,1,M,Kenneth,"$21,427,700,000,000 ",4.569833596790841e-06,56.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Finance & Investments,Jaroslav Hascak & family,53.0,Slovakia,Investments,Finance & Investments,,1,M,Jaroslav,"$105,422,304,976 ",0.000275023821646685,55.0,2.3409051499913303,47.21377912867275,1.2466666666666666,3.3133333333333335
1905,1500.0,Manufacturing,He Zhenggang,69.0,China,Chemicals,Manufacturing,,1,M,Zhenggang,"$19,910,000,000,000 ",1.0731801547525784e-06,70.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Real Estate,Niranjan Hiranandani,73.0,India,Real estate,Real Estate,,1,M,Niranjan,"$2,611,000,000,000 ",1.0977609121434177e-06,74.0,4.267346486366659,24.867256637168143,0.7466666666666667,3.3133333333333335
1905,1500.0,Finance & Investments,Ho Hung Anh,52.0,Vietnam,"Consumer products, banking",Finance & Investments,,1,M,Hung Anh,"$261,921,244,843 ",1.555014774402707e-05,54.0,1.7123287671232876,25.76853526220615,1.2733333333333334,2.506666666666667
1905,1500.0,Technology,Archie Hwang,70.0,Taiwan,Semiconductors,Technology,,1,M,Archie,,,72.0,,,,
1905,1500.0,Media & Entertainment,Peter Jackson,61.0,New Zealand,"Movies, digital effects",Media & Entertainment,Film,1,M,Peter,"$206,928,765,544 ",0.0003098533360875852,63.0,1.400560224089636,82.0,1.9333333333333333,2.306666666666667
1905,1500.0,Finance & Investments,Stephen Jarislowsky,97.0,Canada,Money management,Finance & Investments,Jarislowsky & Fraser,1,M,Stephen,"$1,736,425,629,520 ",4.054932878560897e-05,99.0,1.6272696128811235,68.28543111992072,0.8533333333333334,1.633333333333333
1905,1500.0,Healthcare,Rajeev Juneja,57.0,India,Phamaceuticals,Healthcare,,1,M,Rajeev,"$2,611,000,000,000 ",1.0977609121434177e-06,59.0,4.267346486366659,24.867256637168143,0.7466666666666667,3.3133333333333335
1905,1500.0,Healthcare,Ramesh Juneja,67.0,India,Pharmaceuticals,Healthcare,,1,M,Ramesh,"$2,611,000,000,000 ",1.0977609121434177e-06,69.0,4.267346486366659,24.867256637168143,0.7466666666666667,3.3133333333333335
1905,1500.0,Diversified,Ke Xiping & family,62.0,China,Investments,Diversified,,1,M,Xiping,"$19,910,000,000,000 ",1.0731801547525784e-06,64.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Diversified,Kim Jun-ki,78.0,South Korea,Diversified,Diversified,Dongbu Insurance Co. Ltd.,1,M,Jun-ki,"$2,029,000,000,000 ",2.9008434840615475e-05,80.0,0.34734282737061484,96.1264016309888,1.04,2.2133333333333334
1905,1500.0,Fashion & Retail,Sidney Kimmel,95.0,United States,Retail,Fashion & Retail,,1,M,Sidney,"$21,427,700,000,000 ",4.569833596790841e-06,96.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Food & Beverage,Jim Koch,73.0,United States,Beer,Food & Beverage,,1,M,Jim,"$21,427,700,000,000 ",4.569833596790841e-06,75.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Real Estate,Raj Kumar,68.0,Singapore,"Real estate, hotels",Real Estate,,1,M,Raj,"$372,062,527,489 ",0.0002629932240672463,70.0,0.5244296827200419,84.29423459244532,0.8733333333333333,1.4000000000000001
1905,1500.0,Diversified,Spiro Latsis & family,76.0,Switzerland,"Banking, shipping",Diversified,,0,M,Spiro,"$703,082,435,360 ",0.0001749305409132214,78.0,0.4018081366147665,56.65399239543726,0.6733333333333333,1.9200000000000002
1905,1500.0,Manufacturing,Peter Leibinger,56.0,Germany,Machine tools,Manufacturing,,0,M,Peter,"$3,845,630,030,824 ",1.804341990217363e-05,57.0,1.2405848471422243,67.5,0.7666666666666666,3.253333333333333
1905,1500.0,Manufacturing,Regine Leibinger,60.0,Germany,Machine tools,Manufacturing,,0,F,Regine,"$3,845,630,030,824 ",1.804341990217363e-05,61.0,1.2405848471422243,67.5,0.7666666666666666,3.253333333333333
1905,1500.0,Manufacturing,Nicola Leibinger-Kammueller,63.0,Germany,Manufacturing,Manufacturing,,0,F,Nicola,"$3,845,630,030,824 ",1.804341990217363e-05,65.0,1.2405848471422243,67.5,0.7666666666666666,3.253333333333333
1905,1500.0,Manufacturing,Li Jianli,50.0,China,Lithium-ion battery cap,Manufacturing,,1,M,Jianli,"$19,910,000,000,000 ",1.0731801547525784e-06,52.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Manufacturing,Li Jiaquan,59.0,China,Chemicals,Manufacturing,,1,M,Jiaquan,"$19,910,000,000,000 ",1.0731801547525784e-06,61.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Fashion & Retail,Li Rucheng,71.0,China,Apparel,Fashion & Retail,,1,M,Rucheng,"$19,910,000,000,000 ",1.0731801547525784e-06,73.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Manufacturing,Li Shui-po,66.0,China,Stainless steel products,Manufacturing,,1,M,Shui-po,"$19,910,000,000,000 ",1.0731801547525784e-06,68.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Technology,Scott Lin,90.0,Taiwan,Optical components,Technology,,1,M,Scott,,,91.0,,,,
1905,1500.0,Manufacturing,Liu Xiucai & family,66.0,China,Chemicals,Manufacturing,,1,M,Xiucai,"$19,910,000,000,000 ",1.0731801547525784e-06,67.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Automotive,Lu Zhongfang,80.0,China,Education,Automotive,,1,F,Zhongfang,"$19,910,000,000,000 ",1.0731801547525784e-06,82.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Logistics,Lu Zongjun,59.0,China,Logistics,Logistics,,1,M,Zongjun,"$19,910,000,000,000 ",1.0731801547525784e-06,61.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Diversified,Youssef Mansour,77.0,Egypt,Diversified,Diversified,,1,M,Youssef,"$303,175,127,598 ",1.4942014077708216e-05,79.0,3.188134594725716,33.11382878645344,0.8333333333333334,2.96
1905,1500.0,Real Estate,Bruce Mathieson,79.0,Australia,Hotels,Real Estate,,1,M,Bruce,"$1,392,680,589,329 ",5.821488706020836e-05,80.0,1.335559265442404,112.7617148554337,1.5333333333333332,3.1599999999999997
1905,1500.0,Diversified,Romano Minozzi,88.0,Italy,"Utilities, diversified",Diversified,,1,M,Romano,"$2,001,244,392,042 ",2.487669616777481e-05,89.0,0.5423973964924967,60.74582924435721,1.6199999999999999,3.94
1905,1500.0,Finance & Investments,Greg Mondre,48.0,United States,Private equity,Finance & Investments,,1,M,Greg,"$21,427,700,000,000 ",4.569833596790841e-06,50.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Fashion & Retail,Mario Moretti Polegato & family,70.0,Italy,Shoes,Fashion & Retail,,1,M,Mario,"$2,001,244,392,042 ",2.487669616777481e-05,72.0,0.5423973964924967,60.74582924435721,1.6199999999999999,3.94
1905,1500.0,Service,Robert Mouawad,78.0,Bahrain,Fine jewelry,Service,,0,M,Robert,"$38,574,069,149 ",0.000998911186806381,79.0,1.785866145080364,50.80482897384305,0.27999999999999997,0.9199999999999999
1905,1500.0,Logistics,Jerry Moyes & family,79.0,United States,Transportation,Logistics,,1,M,Jerry,"$21,427,700,000,000 ",4.569833596790841e-06,80.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Technology,John Ocampo,63.0,United States,Semiconductors,Technology,,1,M,John,"$21,427,700,000,000 ",4.569833596790841e-06,65.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Diversified,Stefan Olsson,74.0,United Kingdom,Diversified,Diversified,,0,M,Stefan,"$2,827,113,184,696 ",2.2443530394263254e-05,75.0,1.421167028924929,59.28853754940712,1.7000000000000002,2.04
1905,1500.0,Energy,Rubens Ometto Silveira Mello,73.0,Brazil,"Sugar, ethanol",Energy,,0,M,Rubens,"$1,839,758,040,766 ",7.05685036763156e-06,74.0,2.2102747909199523,44.454072790294624,0.9466666666666667,4.34
1905,1500.0,Finance & Investments,Anne Marie See Pastor,,,Finance,Finance & Investments,,0,F,Anne Marie See,,,,,,,
1905,1500.0,Finance & Investments,George Pastor,,,Finance,Finance & Investments,,0,M,George,,,,,,,
1905,1500.0,Finance & Investments,Nelson Peltz,80.0,United States,Investments,Finance & Investments,Trian Fund Management,1,M,Nelson,"$21,427,700,000,000 ",4.569833596790841e-06,82.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Construction & Engineering,David Penaloza Alanis,49.0,Mexico,Toll roads,Construction & Engineering,,0,M,David,"$1,258,286,717,125 ",1.190343703332575e-05,50.0,2.5434506146672318,37.99621928166352,0.8733333333333333,3.6733333333333333
1905,1500.0,Fashion & Retail,Karl-Johan Persson,48.0,Sweden,H&M,Fashion & Retail,,0,M,Karl-Johan,"$530,832,908,738 ",0.0001458370379992014,49.0,1.6288118722287575,52.922590837282776,1.8599999999999999,3.2733333333333334
1905,1500.0,Food & Beverage,Mike Repole,55.0,United States,Sports drink,Food & Beverage,,1,M,Mike,"$21,427,700,000,000 ",4.569833596790841e-06,56.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Food & Beverage,Duke Reyes,66.0,United States,Beer distribution,Food & Beverage,,0,M,Duke,"$21,427,700,000,000 ",4.569833596790841e-06,67.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Real Estate,Kishin RK,39.0,Singapore,"Real estate, hotels",Real Estate,,0,M,Kishin,"$372,062,527,489 ",0.0002629932240672463,41.0,0.5244296827200419,84.29423459244532,0.8733333333333333,1.4000000000000001
1905,1500.0,Finance & Investments,Carlos Rodriguez-Pastor,63.0,Peru,Finance,Finance & Investments,,0,M,Carlos,"$226,848,050,820 ",4.613900642971662e-05,65.0,1.6181229773462786,66.13657623947614,0.9533333333333335,2.453333333333333
1905,1500.0,Finance & Investments,Christopher Rokos,52.0,United Kingdom,Hedge fund,Finance & Investments,Rokos Capital Management,1,M,Christopher,"$2,827,113,184,696 ",2.2443530394263254e-05,54.0,1.421167028924929,59.28853754940712,1.7000000000000002,2.04
1905,1500.0,Service,John Ruiz,56.0,United States,Healthcare services,Service,,1,M,John,"$21,427,700,000,000 ",4.569833596790841e-06,57.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Technology,Sheryl Sandberg,53.0,United States,Facebook,Technology,Meta Platforms,1,F,Sheryl,"$21,427,700,000,000 ",4.569833596790841e-06,55.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Automotive,Amnon Shashua,62.0,Israel,Automotive technology,Automotive,,1,M,Amnon,"$395,098,666,122 ",0.0001656854406680437,64.0,0.7397133610725843,60.43851286939942,1.54,1.686666666666667
1905,1500.0,Media & Entertainment,Ben Silbermann,40.0,United States,Social media,Media & Entertainment,Pinterest,1,M,Ben,"$21,427,700,000,000 ",4.569833596790841e-06,42.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Fashion & Retail,Ron Sim,64.0,Singapore,retail,Fashion & Retail,,1,M,Ron,"$372,062,527,489 ",0.0002629932240672463,66.0,0.5244296827200419,84.29423459244532,0.8733333333333333,1.4000000000000001
1905,1500.0,Finance & Investments,Leonid Simanovsky,73.0,Russia,Investments,Finance & Investments,,1,M,Leonid,"$1,699,876,578,871 ",1.0389715815990791e-05,75.0,2.4896265560165975,79.82456140350878,0.76,3.08
1905,1500.0,Healthcare,Basudeo Singh,82.0,India,Pharmaceuticals,Healthcare,,1,M,Basudeo,"$2,611,000,000,000 ",1.0977609121434177e-06,84.0,4.267346486366659,24.867256637168143,0.7466666666666667,3.3133333333333335
1905,1500.0,Technology,Frank Slootman,64.0,United States,Software,Technology,,1,M,Frank,"$21,427,700,000,000 ",4.569833596790841e-06,66.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Real Estate,Terry Snow,79.0,Australia,"Airports, real estate",Real Estate,,1,M,Terry,"$1,392,680,589,329 ",5.821488706020836e-05,81.0,1.335559265442404,112.7617148554337,1.5333333333333332,3.1599999999999997
1905,1500.0,Real Estate,Axel Stawski,72.0,United States,Real estate,Real Estate,,1,M,Axel,"$21,427,700,000,000 ",4.569833596790841e-06,74.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Finance & Investments,Thomas Steyer,65.0,United States,Hedge funds,Finance & Investments,,1,M,Thomas,"$21,427,700,000,000 ",4.569833596790841e-06,67.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Fashion & Retail,Sergei Studennikov & family,56.0,Russia,"Liquor stores, supermarkets",Fashion & Retail,,1,M,Sergei,"$1,699,876,578,871 ",1.0389715815990791e-05,57.0,2.4896265560165975,79.82456140350878,0.76,3.08
1905,1500.0,Real Estate,Su Suyu & family,74.0,China,"Utilities, real estate",Real Estate,,1,F,Suyu,"$19,910,000,000,000 ",1.0731801547525784e-06,76.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Technology,Kevin Systrom,39.0,United States,Instagram,Technology,Instagram,1,M,Kevin,"$21,427,700,000,000 ",4.569833596790841e-06,41.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Food & Beverage,Tan Lili,,China,Feed,Food & Beverage,,1,F,Lili,"$19,910,000,000,000 ",1.0731801547525784e-06,,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Food & Beverage,Tang Binsen,40.0,China,Beverages,Food & Beverage,,1,M,Binsen,"$19,910,000,000,000 ",1.0731801547525784e-06,42.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Technology,Tang Rui,,China,Semiconductors,Technology,,1,M,Rui,"$19,910,000,000,000 ",1.0731801547525784e-06,,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Manufacturing,Prachak Tangkaravakoon,79.0,Thailand,Paints,Manufacturing,,1,M,Prachak,"$543,649,976,166 ",2.1543805551241208e-05,80.0,0.6179924075218504,49.39879759519038,0.9933333333333334,1.9666666666666666
1905,1500.0,Healthcare,Jeff Tangney,50.0,United States,Healthcare IT,Healthcare,Doximity,1,M,Jeff,"$21,427,700,000,000 ",4.569833596790841e-06,52.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Fashion & Retail,Yuequn Tao,63.0,China,Contact Lens,Fashion & Retail,,1,M,Yuequn,"$19,910,000,000,000 ",1.0731801547525784e-06,64.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Telecom,David Teoh,67.0,Australia,Telecom,Telecom,,1,M,David,"$1,392,680,589,329 ",5.821488706020836e-05,68.0,1.335559265442404,112.7617148554337,1.5333333333333332,3.1599999999999997
1905,1500.0,Manufacturing,Carmen Thyssen,79.0,Andorra,"Investments, art",Manufacturing,,0,F,Carmen,"$3,154,057,987 ",0.019444660496227735,81.0,,,,
1905,1500.0,Automotive,Tran Ba Duong & family,63.0,Vietnam,Automotive,Automotive,,1,M,Ba Duong,"$261,921,244,843 ",1.555014774402707e-05,64.0,1.7123287671232876,25.76853526220615,1.2733333333333334,2.506666666666667
1905,1500.0,Telecom,Kenny Troutt,75.0,United States,Telecom,Telecom,,1,M,Kenny,"$21,427,700,000,000 ",4.569833596790841e-06,76.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Gambling & Casinos,Jens von Bahr,52.0,Sweden,Gambling products,Gambling & Casinos,,1,M,Jens,"$530,832,908,738 ",0.0001458370379992014,53.0,1.6288118722287575,52.922590837282776,1.8599999999999999,3.2733333333333334
1905,1500.0,Healthcare,Wang Junmin,54.0,China,Pharmaceuticals,Healthcare,,1,M,Junmin,"$19,910,000,000,000 ",1.0731801547525784e-06,56.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Healthcare,Weng Xianding,61.0,China,Medical devices,Healthcare,,1,M,Xianding,"$19,910,000,000,000 ",1.0731801547525784e-06,63.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Energy,Farris Wilks,71.0,United States,Natural gas,Energy,,1,M,Farris,"$21,427,700,000,000 ",4.569833596790841e-06,72.0,6.397134083930399,86.64047151277015,0.6399999999999999,2.44
1905,1500.0,Real Estate,Gordon Wu,87.0,Hong Kong,Real estate,Real Estate,,1,M,Gordon,,,89.0,,,,
1905,1500.0,Technology,Xiong Wu,47.0,China,Software,Technology,,1,M,Wu,"$19,910,000,000,000 ",1.0731801547525784e-06,48.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Media & Entertainment,Xu Zhenhua,,China,Online games,Media & Entertainment,,1,M,Zhenhua,"$19,910,000,000,000 ",1.0731801547525784e-06,,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Technology,Xu Zhihan,50.0,China,Electronics,Technology,,1,M,Zhihan,"$19,910,000,000,000 ",1.0731801547525784e-06,52.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Food & Beverage,Tingdong Yang,62.0,China,Brewery,Food & Beverage,,1,M,Tingdong,"$19,910,000,000,000 ",1.0731801547525784e-06,64.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Service,Michael Minhong Yu,61.0,China,Education,Service,,1,M,Michael Minhong,"$19,910,000,000,000 ",1.0731801547525784e-06,62.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Media & Entertainment,Justin Yuan,,China,Online games,Media & Entertainment,,1,M,Justin,"$19,910,000,000,000 ",1.0731801547525784e-06,,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Service,Zhang Bangxin,43.0,China,Education,Service,,1,M,Bangxin,"$19,910,000,000,000 ",1.0731801547525784e-06,44.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Energy,Zhang Hong,,China,Solar,Energy,,1,F,Hong,"$19,910,000,000,000 ",1.0731801547525784e-06,,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
1905,1500.0,Fashion & Retail,Zhou Zongwen & family,66.0,China,Jewelry,Fashion & Retail,,1,M,Zongwen,"$19,910,000,000,000 ",1.0731801547525784e-06,67.0,2.318516149664215,50.49900199600798,0.6266666666666667,3.946666666666667
2020,1400.0,Diversified,Antti Aarnio-Wihuri,83.0,Finland,Diversified,Diversified,,0,M,Antti,"$268,761,201,365 ",0.00025360876211027127,84.0,0.8902341315766047,88.02395209580838,1.4857142857142858,2.6142857142857143
2020,1400.0,Finance & Investments,Alberto Alcocer,80.0,Spain,Investments,Finance & Investments,,1,M,Alberto,"$1,394,116,310,769 ",2.9738651841977045e-05,82.0,0.6308579668348955,86.56280428432328,1.0142857142857142,3.357142857142857
2020,1400.0,Fashion & Retail,Nigel Austin,52.0,Australia,Retail,Fashion & Retail,,1,M,Nigel,"$1,392,680,589,329 ",5.4333894589527805e-05,54.0,1.335559265442404,112.7617148554337,1.6428571428571428,3.3857142857142857
2020,1400.0,Technology,Binny Bansal,40.0,Singapore,Flipkart,Technology,,1,M,Binny,"$372,062,527,489 ",0.00024546034246276325,42.0,0.5244296827200419,84.29423459244532,0.9357142857142857,1.5
2020,1400.0,Healthcare,Girdhari Lal Bawri,75.0,India,Pharmaceuticals,Healthcare,,1,M,Girdhari Lal,"$2,611,000,000,000 ",1.0245768513338564e-06,77.0,4.267346486366659,24.867256637168143,0.8,3.5500000000000003
2020,1400.0,Diversified,John Bloor,79.0,United Kingdom,"Real estate, manufacturing",Diversified,,1,M,John,"$2,827,113,184,696 ",2.0947295034645702e-05,81.0,1.421167028924929,59.28853754940712,1.8214285714285714,2.185714285714286
2020,1400.0,Energy,Vladimir Bogdanov,71.0,Russia,Oil,Energy,,1,M,Vladimir,"$1,699,876,578,871 ",9.697068094924738e-06,73.0,2.4896265560165975,79.82456140350878,0.8142857142857143,3.3000000000000003
2020,1400.0,Food & Beverage,Amit Burman,53.0,India,Consumer goods,Food & Beverage,,0,M,Amit,"$2,611,000,000,000 ",1.0245768513338564e-06,55.0,4.267346486366659,24.867256637168143,0.8,3.5500000000000003
2020,1400.0,Metals & Mining,Cai Jianyong,52.0,China,Nickel,Metals & Mining,,1,M,Jianyong,"$19,910,000,000,000 ",1.0016348111024065e-06,53.0,2.318516149664215,50.49900199600798,0.6714285714285715,4.228571428571429
2020,1400.0,Technology,Steve Case,64.0,United States,AOL,Technology,,1,M,Steve,"$21,427,700,000,000 ",4.265178023671451e-06,66.0,6.397134083930399,86.64047151277015,0.6857142857142857,2.6142857142857143
2020,1400.0,Technology,Chen Wenyuan & family,55.0,China,Testing equipment,Technology,,1,M,Wenyuan,"$19,910,000,000,000 ",1.0016348111024065e-06,56.0,2.318516149664215,50.49900199600798,0.6714285714285715,4.228571428571429
2020,1400.0,Real Estate,Chua Thian Poh,74.0,Singapore,Real estate,Real Estate,,1,M,Thian Poh,"$372,062,527,489 ",0.00024546034246276325,76.0,0.5244296827200419,84.29423459244532,0.9357142857142857,1.5
2020,1400.0,Finance & Investments,Sasson Dayan & family,83.0,Brazil,Banking,Finance & Investments,,1,M,Sasson,"$1,839,758,040,766 ",6.586393676456123e-06,84.0,2.2102747909199523,44.454072790294624,1.0142857142857142,4.6499999999999995
2020,1400.0,Metals & Mining,Chris Ellison,65.0,Australia,Mining,Metals & Mining,,1,M,Chris,"$1,392,680,589,329 ",5.4333894589527805e-05,67.0,1.335559265442404,112.7617148554337,1.6428571428571428,3.3857142857142857
2020,1400.0,Manufacturing,John Farber,97.0,United States,Chemicals,Manufacturing,,1,M,John,"$21,427,700,000,000 ",4.265178023671451e-06,99.0,6.397134083930399,86.64047151277015,0.6857142857142857,2.6142857142857143
2020,1400.0,Finance & Investments,J. Christopher Flowers,65.0,United States,Investments,Finance & Investments,J.C. Flowers & Co. LLC,1,M,J. Christopher,"$21,427,700,000,000 ",4.265178023671451e-06,67.0,6.397134083930399,86.64047151277015,0.6857142857142857,2.6142857142857143
2020,1400.0,Fashion & Retail,Reinold Geiger,75.0,Switzerland,Beauty products,Fashion & Retail,,1,M,Reinold,"$703,082,435,360 ",0.00016326850485233997,77.0,0.4018081366147665,56.65399239543726,0.7214285714285714,2.057142857142857
2020,1400.0,Technology,Ali Ghodsi,44.0,United States,Data analytics,Technology,,1,M,Ali,"$21,427,700,000,000 ",4.265178023671451e-06,46.0,6.397134083930399,86.64047151277015,0.6857142857142857,2.6142857142857143
2020,1400.0,Diversified,Lance Gokongwei,55.0,Philippines,Diversified,Diversified,,0,M,Lance,"$376,795,508,680 ",1.2948981060866546e-05,57.0,1.928863513617776,33.02325581395349,1.0,3.0785714285714287
2020,1400.0,Food & Beverage,Guan Yihong,53.0,China,Restaurant,Food & Beverage,,1,M,Yihong,"$19,910,000,000,000 ",1.0016348111024065e-06,,2.318516149664215,50.49900199600798,0.6714285714285715,4.228571428571429
2020,1400.0,Manufacturing,Rajinder Gupta,64.0,India,"Textiles, paper",Manufacturing,,1,M,Rajinder,"$2,611,000,000,000 ",1.0245768513338564e-06,65.0,4.267346486366659,24.867256637168143,0.8,3.5500000000000003
2020,1400.0,Service,Torstein Hagen,80.0,Switzerland,Cruises,Service,,1,M,Torstein,"$703,082,435,360 ",0.00016326850485233997,81.0,0.4018081366147665,56.65399239543726,0.7214285714285714,2.057142857142857
2020,1400.0,Construction & Engineering,Ayman Hariri,44.0,France,"Construction, investments",Construction & Engineering,,0,M,Ayman,"$2,715,518,274,227 ",2.087686190106464e-05,46.0,0.9995456610631533,63.99999999999999,1.7285714285714286,4.335714285714285
2020,1400.0,Finance & Investments,Alfredo Harp Helu & family,79.0,Mexico,"Banking, investments",Finance & Investments,,1,M,Alfredo,"$1,258,286,717,125 ",1.1109874564437368e-05,80.0,2.5434506146672318,37.99621928166352,0.9357142857142857,3.935714285714286
2020,1400.0,Automotive,He Xiaopeng,45.0,China,Electric vehicles,Automotive,,1,M,Xiaopeng,"$19,910,000,000,000 ",1.0016348111024065e-06,47.0,2.318516149664215,50.49900199600798,0.6714285714285715,4.228571428571429
2020,1400.0,Fashion & Retail,Christoph Henkel,65.0,United Kingdom,Consumer goods,Fashion & Retail,,0,M,Christoph,"$2,827,113,184,696 ",2.0947295034645702e-05,66.0,1.421167028924929,59.28853754940712,1.8214285714285714,2.185714285714286
